rank	word	zipf
3915	tube	4.36
3916	universities	4.36
3917	walter	4.36
3918	wisconsin	4.36
3919	would've	4.36
3920	writes	4.36
3921	a.m	4.35
3922	ambassador	4.35
3923	ann	4.35
3924	apps	4.35
3925	awarded	4.35
3926	banking	4.35
3927	breast	4.35
3928	cant	4.35
3929	carter	4.35
3930	chelsea	4.35
3931	chemistry	4.35
3932	concluded	4.35
3933	consumption	4.35
3934	corruption	4.35
3935	cotton	4.35
3936	crossed	4.35
3937	detroit	4.35
3938	discount	4.35
3939	dozen	4.35
3940	engines	4.35
3941	epic	4.35
3942	exception	4.35
3943	exit	4.35
3944	expand	4.35
3945	fancy	4.35
3946	gorgeous	4.35
3947	grateful	4.35
3948	heroes	4.35
3949	holes	4.35
3950	impression	4.35
3951	inches	4.35
3952	indicate	4.35
3953	input	4.35
3954	johnny	4.35
3955	josh	4.35
3956	knock	4.35
3957	leather	4.35
3958	lips	4.35
3959	luxury	4.35
3960	lyrics	4.35
3961	manufacturers	4.35
3962	masters	4.35
3963	movements	4.35
3964	oct	4.35
3965	operated	4.35
3966	ought	4.35
3967	outcome	4.35
3968	painted	4.35
3969	poll	4.35
3970	preferred	4.35
3971	pulling	4.35
3972	ranked	4.35
3973	referring	4.35
3974	removal	4.35
3975	rep	4.35
3976	reporter	4.35
3977	rio	4.35
3978	risks	4.35
3979	rob	4.35
3980	screaming	4.35
3981	sept	4.35
3982	sequence	4.35
3983	singapore	4.35
3984	stretch	4.35
3985	tear	4.35
3986	tennis	4.35
3987	terrorist	4.35
3988	theater	4.35
3989	ties	4.35
3990	twelve	4.35
3991	versions	4.35
3992	virgin	4.35
3993	voices	4.35
3994	wishes	4.35
3995	wolf	4.35
3996	absence	4.34
3997	agricultural	4.34
3998	asshole	4.34
3999	ate	4.34
4000	athletes	4.34
4001	bears	4.34
4002	blues	4.34
4003	boxes	4.34
4004	bruce	4.34
4005	bull	4.34
4006	cameras	4.34
4007	commonwealth	4.34
4008	contribute	4.34
4009	contribution	4.34
4010	contributions	4.34
4011	couples	4.34
4012	delicious	4.34
4013	deny	4.34
4014	deserves	4.34
4015	ease	4.34
4016	extend	4.34
4017	fame	4.34
4018	flood	4.34
4019	generated	4.34
4020	genetic	4.34
4021	glasses	4.34
4022	impressed	4.34
4023	indicated	4.34
4024	instant	4.34
4025	investors	4.34
4026	involves	4.34
4027	kate	4.34
4028	kills	4.34
4029	liberty	4.34
4030	man's	4.34
4031	maria	4.34
4032	ministers	4.34
4033	monitoring	4.34
4034	occurs	4.34
4035	passengers	4.34
4036	photographs	4.34
4037	principle	4.34
4038	producers	4.34
4039	progressive	4.34
4040	punishment	4.34
4041	rally	4.34
4042	rapidly	4.34
4043	reader	4.34
4044	representation	4.34
4045	restaurants	4.34
4046	reveals	4.34
4047	roots	4.34
4048	samples	4.34
4049	shops	4.34
4050	sum	4.34
4051	swing	4.34
4052	tail	4.34
4053	texts	4.34
4054	twin	4.34
4055	upcoming	4.34
4056	veterans	4.34
4057	alert	4.33
4058	arena	4.33
4059	arguments	4.33
4060	aug	4.33
4061	billy	4.33
4062	boom	4.33
4063	boots	4.33
4064	brave	4.33
4065	claiming	4.33
4066	column	4.33
4067	commit	4.33
4068	compensation	4.33
4069	composition	4.33
4070	computers	4.33
4071	conservation	4.33
4072	constitutional	4.33
4073	crossing	4.33
4074	d.c	4.33
4075	defending	4.33
4076	density	4.33
4077	di	4.33
4078	difficulty	4.33
4079	dropping	4.33
4080	drops	4.33
4081	elementary	4.33
4082	ethnic	4.33
4083	expenses	4.33
4084	fleet	4.33
4085	foster	4.33
4086	fuckin	4.33
4087	fundamental	4.33
4088	gen	4.33
4089	genius	4.33
4090	greatly	4.33
4091	guidance	4.33
4092	hospitals	4.33
4093	infection	4.33
4094	instagram	4.33
4095	intention	4.33
4096	iowa	4.33
4097	jokes	4.33
4098	knee	4.33
4099	mechanical	4.33
4100	nigeria	4.33
4101	parks	4.33
4102	participation	4.33
4103	periods	4.33
4104	precious	4.33
4105	pregnancy	4.33
4106	premium	4.33
4107	preparing	4.33
4108	pretend	4.33
4109	priest	4.33
4110	prominent	4.33
4111	proven	4.33
4112	radical	4.33
4113	remembered	4.33
4114	requested	4.33
4115	residential	4.33
4116	reward	4.33
4117	rings	4.33
4118	robin	4.33
4119	russell	4.33
4120	satellite	4.33
4121	shake	4.33
4122	shore	4.33
4123	spots	4.33
4124	stats	4.33
4125	struggling	4.33
4126	substantial	4.33
4127	teen	4.33
4128	temperatures	4.33
4129	transmission	4.33
4130	trap	4.33
4131	uniform	4.33
4132	wildlife	4.33
4133	wooden	4.33
4134	ads	4.32
4135	aggressive	4.32
4136	anne	4.32
4137	answered	4.32
4138	apparent	4.32
4139	bang	4.32
4140	blast	4.32
4141	bones	4.32
4142	brands	4.32
4143	centuries	4.32
4144	communist	4.32
4145	complaint	4.32
4146	component	4.32
4147	connections	4.32
4148	courage	4.32
4149	cure	4.32
4150	del	4.32
4151	desperate	4.32
4152	diversity	4.32
4153	duties	4.32
4154	encouraged	4.32
4155	eve	4.32
4156	faculty	4.32
4157	feedback	4.32
4158	fighter	4.32
4159	frozen	4.32
4160	guards	4.32
4161	hiding	4.32
4162	humanity	4.32
4163	ian	4.32
4164	il	4.32
4165	innovation	4.32
4166	instruments	4.32
4167	invest	4.32
4168	jacket	4.32
4169	justin	4.32
4170	legislative	4.32
4171	listing	4.32
4172	manual	4.32
4173	mothers	4.32
4174	murdered	4.32
4175	nursing	4.32
4176	occupied	4.32
4177	ongoing	4.32
4178	operator	4.32
4179	painful	4.32
4180	pound	4.32
4181	preparation	4.32
4182	punch	4.32
4183	purple	4.32
4184	railroad	4.32
4185	registration	4.32
4186	releases	4.32
4187	rick	4.32
4188	romance	4.32
4189	someone's	4.32
4190	submitted	4.32
4191	sufficient	4.32
4192	survived	4.32
4193	suspended	4.32
4194	technologies	4.32
4195	tissue	4.32
4196	trailer	4.32
4197	trends	4.32
4198	trials	4.32
4199	ukraine	4.32
4200	underground	4.32
4201	versus	4.32
4202	virtual	4.32
4203	walks	4.32
4204	wounded	4.32
4205	ali	4.31
4206	amongst	4.31
4207	announcement	4.31
4208	arranged	4.31
4209	arsenal	4.31
4210	attending	4.31
4211	attracted	4.31
4212	biological	4.31
4213	bite	4.31
4214	blocked	4.31
4215	boards	4.31
4216	burned	4.31
4217	categories	4.31
4218	checks	4.31
4219	chip	4.31
4220	company's	4.31
4221	concerning	4.31
4222	dare	4.31
4223	database	4.31
4224	define	4.31
4225	discrimination	4.31
4226	disorder	4.31
4227	distributed	4.31
4228	districts	4.31
4229	documentary	4.31
4230	domain	4.31
4231	dynamic	4.31
4232	edited	4.31
4233	engagement	4.31
4234	explore	4.31
4235	favour	4.31
4236	fewer	4.31
4237	footage	4.31
4238	giants	4.31
4239	grave	4.31
4240	hamilton	4.31
4241	implementation	4.31
4242	indiana	4.31
4243	investigate	4.31
4244	jazz	4.31
4245	jon	4.31
4246	jonathan	4.31
4247	laboratory	4.31
4248	lawrence	4.31
4249	lincoln	4.31
4250	literary	4.31
4251	mask	4.31
4252	massachusetts	4.31
4253	midnight	4.31
4254	minnesota	4.31
4255	mouse	4.31
4256	oscar	4.31
4257	packed	4.31
4258	piano	4.31
4259	praise	4.31
4260	presentation	4.31
4261	psychology	4.31
4262	relation	4.31
4263	restrictions	4.31
4264	rocket	4.31
4265	ruin	4.31
4266	saudi	4.31
4267	sean	4.31
4268	sec	4.31
4269	secrets	4.31
4270	slave	4.31
4271	stability	4.31
4272	steady	4.31
4273	stones	4.31
4274	symbol	4.31
4275	terminal	4.31
4276	toilet	4.31
4277	treaty	4.31
4278	triple	4.31
4279	unlikely	4.31
4280	updates	4.31
4281	vietnam	4.31
4282	viewed	4.31
4283	6th	4.3
4284	affair	4.3
4285	agenda	4.3
4286	bat	4.3
4287	bow	4.3
4288	calendar	4.3
4289	cape	4.3
4290	collective	4.3
4291	conversations	4.3
4292	cooperation	4.3
4293	craft	4.3
4294	darkness	4.3
4295	deeper	4.3
4296	devil	4.3
4297	edit	4.3
4298	enable	4.3
4299	equity	4.3
4300	estimates	4.3
4301	failing	4.3
4302	finishing	4.3
4303	fortune	4.3
4304	gates	4.3
4305	goodbye	4.3
4306	graham	4.3
4307	hardware	4.3
4308	hillary	4.3
4309	hurts	4.3
4310	intellectual	4.3
4311	invite	4.3
4312	involvement	4.3
4313	kentucky	4.3
4314	madrid	4.3
4315	mi	4.3
4316	nuts	4.3
4317	oregon	4.3
4318	partly	4.3
4319	petition	4.3
4320	phrase	4.3
4321	physically	4.3
4322	protecting	4.3
4323	racial	4.3
4324	rated	4.3
4325	regime	4.3
4326	rivers	4.3
4327	rounds	4.3
4328	ruled	4.3
4329	sa	4.3
4330	sauce	4.3
4331	seal	4.3
4332	separated	4.3
4333	shield	4.3
4334	similarly	4.3
4335	slide	4.3
4336	stem	4.3
4337	summit	4.3
4338	talented	4.3
4339	throat	4.3
4340	tiger	4.3
4341	touched	4.3
4342	toy	4.3
4343	visits	4.3
4344	warriors	4.3
4345	wisdom	4.3
4346	accounting	4.29
4347	alien	4.29
4348	attacking	4.29
4349	awkward	4.29
4350	beast	4.29
4351	beef	4.29
4352	candy	4.29
4353	carrier	4.29
4354	celebration	4.29
4355	celebrity	4.29
4356	certificate	4.29
4357	cited	4.29
4358	clay	4.29
4359	coaching	4.29
4360	colleagues	4.29
4361	constructed	4.29
4362	dated	4.29
4363	dec	4.29
4364	default	4.29
4365	delhi	4.29
4366	derived	4.29
4367	dialogue	4.29
4368	disabled	4.29
4369	distinct	4.29
4370	drag	4.29
4371	educated	4.29
4372	eligible	4.29
4373	estimate	4.29
4374	execution	4.29
4375	existed	4.29
4376	fifty	4.29
4377	followers	4.29
4378	fool	4.29
4379	framework	4.29
4380	franchise	4.29
4381	funded	4.29
4382	furniture	4.29
4383	generations	4.29
4384	guaranteed	4.29
4385	integrated	4.29
4386	intelligent	4.29
4387	interaction	4.29
4388	jet	4.29
4389	journalists	4.29
4390	lifestyle	4.29
4391	lighting	4.29
4392	lisa	4.29
4393	loop	4.29
4394	mall	4.29
4395	mp	4.29
4396	overseas	4.29
4397	performances	4.29
4398	philippines	4.29
4399	polish	4.29
4400	recommendations	4.29
4401	recover	4.29
4402	regarded	4.29
4403	relax	4.29
4404	reliable	4.29
4405	rely	4.29
4406	remarkable	4.29
4407	responses	4.29
4408	ruling	4.29
4409	sacrifice	4.29
4410	se	4.29
4411	sole	4.29
4412	stopping	4.29
4413	strategies	4.29
4414	succeed	4.29
4415	tables	4.29
4416	tale	4.29
4417	targets	4.29
4418	timing	4.29
4419	ton	4.29
4420	volunteers	4.29
4421	witnesses	4.29
4422	wore	4.29
4423	worship	4.29
4424	worthy	4.29
4425	acted	4.28
4426	alarm	4.28
4427	bass	4.28
4428	bloody	4.28
4429	breathing	4.28
4430	butt	4.28
4431	characteristics	4.28
4432	cnn	4.28
4433	collaboration	4.28
4434	con	4.28
4435	consideration	4.28
4436	counts	4.28
4437	creates	4.28
4438	crucial	4.28
4439	daughters	4.28
4440	dependent	4.28
4441	discussions	4.28
4442	drives	4.28
4443	dual	4.28
4444	edinburgh	4.28
4445	equipped	4.28
4446	expanded	4.28
4447	experimental	4.28
4448	feeding	4.28
4449	filter	4.28
4450	galaxy	4.28
4451	globe	4.28
4452	grades	4.28
4453	greece	4.28
4454	gulf	4.28
4455	highlights	4.28
4456	hoped	4.28
4457	intent	4.28
4458	involve	4.28
4459	judgment	4.28
4460	kennedy	4.28
4461	knight	4.28
4462	larry	4.28
4463	las	4.28
4464	lmao	4.28
4465	logo	4.28
4466	malaysia	4.28
4467	mature	4.28
4468	moore	4.28
4469	nazi	4.28
4470	netherlands	4.28
4471	odds	4.28
4472	peaceful	4.28
4473	philip	4.28
4474	photographer	4.28
4475	pin	4.28
4476	prevention	4.28
4477	printing	4.28
4478	promoting	4.28
4479	publicly	4.28
4480	pump	4.28
4481	repeated	4.28
4482	replied	4.28
4483	requests	4.28
4484	revenge	4.28
4485	satisfied	4.28
4486	seeds	4.28
4487	signals	4.28
4488	slip	4.28
4489	spaces	4.28
4490	spare	4.28
4491	specialist	4.28
4492	stocks	4.28
4493	stranger	4.28
4494	submit	4.28
4495	surprising	4.28
4496	tap	4.28
4497	thompson	4.28
4498	threats	4.28
4499	tourism	4.28
4500	turkish	4.28
4501	volunteer	4.28
4502	7th	4.27
4503	acceptable	4.27
4504	allies	4.27
4505	attempting	4.27
4506	auction	4.27
4507	bonds	4.27
4508	challenging	4.27
4509	chaos	4.27
4510	churches	4.27
4511	cleveland	4.27
4512	cm	4.27
4513	composed	4.27
4514	concentration	4.27
4515	copper	4.27
4516	corp	4.27
4517	corps	4.27
4518	counting	4.27
4519	credits	4.27
4520	dawn	4.27
4521	dispute	4.27
4522	earnings	4.27
4523	editing	4.27
4524	everyone's	4.27
4525	executed	4.27
4526	firing	4.27
4527	fits	4.27
4528	frequent	4.27
4529	gardens	4.27
4530	gathered	4.27
4531	hilarious	4.27
4532	huh	4.27
4533	ignored	4.27
4534	improvements	4.27
4535	investments	4.27
4536	isis	4.27
4537	margin	4.27
4538	mars	4.27
4539	maryland	4.27
4540	mechanism	4.27
4541	moderate	4.27
4542	murray	4.27
4543	oklahoma	4.27
4544	opera	4.27
4545	overcome	4.27
4546	parallel	4.27
4547	passage	4.27
4548	pit	4.27
4549	psychological	4.27
4550	publications	4.27
4551	quest	4.27
4552	radiation	4.27
4553	shocked	4.27
4554	sized	4.27
4555	stroke	4.27
4556	stunning	4.27
4557	tanks	4.27
4558	tokyo	4.27
4559	topics	4.27
4560	trains	4.27
4561	traveling	4.27
4562	treating	4.27
4563	tune	4.27
4564	utility	4.27
4565	vessel	4.27
4566	weed	4.27
4567	wherever	4.27
4568	©	4.27
4569	acquisition	4.26
4570	addressed	4.26
4571	alabama	4.26
4572	alice	4.26
4573	angels	4.26
4574	anime	4.26
4575	announce	4.26
4576	autumn	4.26
4577	backed	4.26
4578	barry	4.26
4579	bold	4.26
4580	borders	4.26
4581	breathe	4.26
4582	cameron	4.26
4583	choosing	4.26
4584	classical	4.26
4585	classified	4.26
4586	clip	4.26
4587	coaches	4.26
4588	coins	4.26
4589	concepts	4.26
4590	conspiracy	4.26
4591	controversy	4.26
4592	convince	4.26
4593	cooper	4.26
4594	disappeared	4.26
4595	eh	4.26
4596	encounter	4.26
4597	equality	4.26
4598	exam	4.26
4599	examination	4.26
4600	fails	4.26
4601	father's	4.26
4602	federation	4.26
4603	fi	4.26
4604	fiscal	4.26
4605	guardian	4.26
4606	hd	4.26
4607	homeless	4.26
4608	instrument	4.26
4609	intervention	4.26
4610	jerry	4.26
4611	lover	4.26
4612	mainstream	4.26
4613	menu	4.26
4614	missouri	4.26
4615	mounted	4.26
4616	mutual	4.26
4617	nope	4.26
4618	occasions	4.26
4619	offense	4.26
4620	oral	4.26
4621	panic	4.26
4622	pays	4.26
4623	peoples	4.26
4624	pursue	4.26
4625	realise	4.26
4626	refugees	4.26
4627	removing	4.26
4628	requirement	4.26
4629	responded	4.26
4630	rip	4.26
4631	ruined	4.26
4632	scope	4.26
4633	segment	4.26
4634	spectrum	4.26
4635	stays	4.26
4636	ted	4.26
4637	terror	4.26
4638	uh	4.26
4639	va	4.26
4640	venture	4.26
4641	virtually	4.26
4642	waited	4.26
4643	warren	4.26
4644	worn	4.26
4645	yea	4.26
4646	ac	4.25
4647	accompanied	4.25
4648	adams	4.25
4649	aids	4.25
4650	aimed	4.25
4651	alpha	4.25
4652	approaches	4.25
4653	arguing	4.25
4654	arrangement	4.25
4655	beliefs	4.25
4656	boats	4.25
4657	boundaries	4.25
4658	brick	4.25
4659	brooklyn	4.25
4660	colleges	4.25
4661	considerable	4.25
4662	conventional	4.25
4663	danny	4.25
4664	des	4.25
4665	designated	4.25
4666	dvd	4.25
4667	emperor	4.25
4668	employers	4.25
4669	enormous	4.25
4670	errors	4.25
4671	focusing	4.25
4672	forgive	4.25
4673	gains	4.25
4674	garage	4.25
4675	gathering	4.25
4676	guidelines	4.25
4677	handled	4.25
4678	hosted	4.25
4679	indians	4.25
4680	indonesia	4.25
4681	inquiry	4.25
4682	inspector	4.25
4683	jumped	4.25
4684	khan	4.25
4685	li	4.25
4686	lion	4.25
4687	loaded	4.25
4688	lonely	4.25
4689	maintaining	4.25
4690	measured	4.25
4691	mercy	4.25
4692	nevertheless	4.25
4693	newspapers	4.25
4694	outer	4.25
4695	oxygen	4.25
4696	pipe	4.25
4697	pissed	4.25
4698	poem	4.25
4699	powder	4.25
4700	powered	4.25
4701	promises	4.25
4702	quotes	4.25
4703	racism	4.25
4704	ratings	4.25
4705	reads	4.25
4706	recovered	4.25
4707	refers	4.25
4708	roy	4.25
4709	rude	4.25
4710	screw	4.25
4711	seventh	4.25
4712	shelter	4.25
4713	signature	4.25
4714	sooner	4.25
4715	spider	4.25
4716	stewart	4.25
4717	strikes	4.25
4718	suggesting	4.25
4719	suits	4.25
4720	toys	4.25
4721	tracking	4.25
4722	tribute	4.25
4723	trigger	4.25
4724	vary	4.25
4725	venue	4.25
4726	wages	4.25
4727	wells	4.25
4728	wheels	4.25
4729	ye	4.25
4730	😂	4.25
4731	8th	4.24
4732	abc	4.24
4733	abortion	4.24
4734	accuracy	4.24
4735	albert	4.24
4736	applying	4.24
4737	artificial	4.24
4738	belongs	4.24
4739	beneath	4.24
4740	bitcoin	4.24
4741	bullet	4.24
4742	burns	4.24
4743	carl	4.24
4744	celebrated	4.24
4745	consistently	4.24
4746	conversion	4.24
4747	copyright	4.24
4748	counties	4.24
4749	democrat	4.24
4750	deposit	4.24
4751	destination	4.24
4752	dirt	4.24
4753	diverse	4.24
4754	divine	4.24
4755	emails	4.24
4756	er	4.24
4757	exclusively	4.24
4758	export	4.24
4759	fastest	4.24
4760	formerly	4.24
4761	functional	4.24
4762	gather	4.24
4763	grandfather	4.24
4764	habit	4.24
4765	harvard	4.24
4766	indicates	4.24
4767	isolated	4.24
4768	jealous	4.24
4769	knocked	4.24
4770	landed	4.24
4771	laughed	4.24
4772	laura	4.24
4773	lazy	4.24
4774	mama	4.24
4775	marshall	4.24
4776	mitchell	4.24
4777	modified	4.24
4778	municipal	4.24
4779	naval	4.24
4780	neighbors	4.24
4781	nelson	4.24
4782	neutral	4.24
4783	noble	4.24
4784	oldest	4.24
4785	pat	4.24
4786	picks	4.24
4787	poland	4.24
4788	popularity	4.24
4789	professionals	4.24
4790	pussy	4.24
4791	reactions	4.24
4792	relate	4.24
4793	robot	4.24
4794	sacred	4.24
4795	securities	4.24
4796	shoe	4.24
4797	speakers	4.24
4798	springs	4.24
4799	spy	4.24
4800	steven	4.24
4801	suggestions	4.24
4802	supplied	4.24
4803	susan	4.24
4804	suspension	4.24
4805	terrorism	4.24
4806	terry	4.24
4807	toxic	4.24
4808	treasury	4.24
4809	tunnel	4.24
4810	unions	4.24
4811	upgrade	4.24
4812	warrant	4.24
4813	wider	4.24
4814	wound	4.24
4815	aaron	4.23
4816	actively	4.23
4817	afghanistan	4.23
4818	ai	4.23
4819	applies	4.23
4820	arrangements	4.23
4821	asset	4.23
4822	assuming	4.23
4823	backing	4.23
4824	baker	4.23
4825	barcelona	4.23
4826	blessed	4.23
4827	brazilian	4.23
4828	brush	4.23
4829	burden	4.23
4830	campbell	4.23
4831	carries	4.23
4832	casual	4.23
4833	certified	4.23
4834	charter	4.23
4835	chef	4.23
4836	city's	4.23
4837	civilian	4.23
4838	coalition	4.23
4839	cock	4.23
4840	complain	4.23
4841	complaints	4.23
4842	controversial	4.23
4843	denver	4.23
4844	describing	4.23
4845	differently	4.23
4846	directions	4.23
4847	discipline	4.23
4848	discussing	4.23
4849	disgusting	4.23
4850	dj	4.23
4851	dominant	4.23
4852	earning	4.23
4853	emma	4.23
4854	essay	4.23
4855	expense	4.23
4856	explaining	4.23
4857	furthermore	4.23
4858	graphic	4.23
4859	greg	4.23
4860	healing	4.23
4861	hiring	4.23
4862	hosts	4.23
4863	implemented	4.23
4864	instantly	4.23
4865	invasion	4.23
4866	jacob	4.23
4867	jumping	4.23
4868	laptop	4.23
4869	legendary	4.23
4870	leo	4.23
4871	maker	4.23
4872	margaret	4.23
4873	mario	4.23
4874	opponents	4.23
4875	outdoor	4.23
4876	palm	4.23
4877	parker	4.23
4878	photograph	4.23
4879	pole	4.23
4880	pub	4.23
4881	quarters	4.23
4882	queensland	4.23
4883	rangers	4.23
4884	ranks	4.23
4885	reception	4.23
4886	recipe	4.23
4887	regulatory	4.23
4888	reviewed	4.23
4889	rolls	4.23
4890	rubber	4.23
4891	secured	4.23
4892	serial	4.23
4893	settings	4.23
4894	shed	4.23
4895	snake	4.23
4896	sponsored	4.23
4897	stealing	4.23
4898	strict	4.23
4899	subsequently	4.23
4900	substance	4.23
4901	suggestion	4.23
4902	switzerland	4.23
4903	syndrome	4.23
4904	tasks	4.23
4905	trips	4.23
4906	ultra	4.23
4907	unexpected	4.23
4908	usage	4.23
4909	utah	4.23
4910	worlds	4.23
4911	accidentally	4.22
4912	affordable	4.22
4913	amateur	4.22
4914	appeals	4.22
4915	argentina	4.22
4916	baltimore	4.22
4917	batman	4.22
4918	bearing	4.22
4919	beats	4.22
4920	bin	4.22
4921	biology	4.22
4922	bobby	4.22
4923	briefly	4.22
4924	canal	4.22
4925	cancelled	4.22
4926	charlotte	4.22
4927	cheaper	4.22
4928	christopher	4.22
4929	climb	4.22
4930	com	4.22
4931	competing	4.22
4932	completion	4.22
4933	cruise	4.22
4934	custody	4.22
4935	delete	4.22
4936	demonstrated	4.22
4937	departure	4.22
4938	developers	4.22
4939	developments	4.22
4940	dig	4.22
4941	eagles	4.22
4942	employer	4.22
4943	evans	4.22
4944	explosion	4.22
4945	fever	4.22
4946	fluid	4.22
4947	folk	4.22
4948	generate	4.22
4949	gop	4.22
4950	handsome	4.22
4951	ho	4.22
4952	holidays	4.22
4953	hotels	4.22
4954	imagination	4.22
4955	integration	4.22
4956	integrity	4.22
4957	interpretation	4.22
4958	leaf	4.22
4959	legitimate	4.22
4960	lightning	4.22
4961	loads	4.22
4962	longest	4.22
4963	magical	4.22
4964	mills	4.22
4965	motivation	4.22
4966	nasty	4.22
4967	oliver	4.22
4968	outfit	4.22
4969	pension	4.22
4970	permit	4.22
4971	perry	4.22
4972	plates	4.22
4973	pleasant	4.22
4974	portrait	4.22
4975	productive	4.22
4976	reminds	4.22
4977	reserves	4.22
4978	ron	4.22
4979	safely	4.22
4980	shirts	4.22
4981	shorter	4.22
4982	slight	4.22
4983	socialist	4.22
4984	streaming	4.22
4985	sue	4.22
4986	targeted	4.22
4987	tension	4.22
4988	thailand	4.22
4989	theories	4.22
4990	touching	4.22
4991	transactions	4.22
4992	twist	4.22
4993	ugh	4.22
4994	unemployment	4.22
4995	unity	4.22
4996	useless	4.22
4997	viewers	4.22
4998	winds	4.22
4999	woke	4.22
5000	wtf	4.22
5001	_	4.21
5002	abilities	4.21
5003	advocate	4.21
5004	aims	4.21
5005	arc	4.21
5006	backup	4.21
5007	beaten	4.21
5008	bitter	4.21
5009	blown	4.21
5010	branches	4.21
5011	campaigns	4.21
5012	chips	4.21
5013	cia	4.21
5014	clever	4.21
5015	clinic	4.21
5016	closest	4.21
5017	collections	4.21
5018	continuous	4.21
5019	converted	4.21
5020	correctly	4.21
5021	creator	4.21
5022	creatures	4.21
5023	criteria	4.21
5024	declined	4.21
5025	detective	4.21
5026	difficulties	4.21
5027	disability	4.21
5028	dish	4.21
5029	douglas	4.21
5030	du	4.21
5031	duck	4.21
5032	egyptian	4.21
5033	ep	4.21
5034	evaluation	4.21
5035	excess	4.21
5036	farming	4.21
5037	fence	4.21
5038	fifa	4.21
5039	fighters	4.21
5040	flights	4.21
5041	forcing	4.21
5042	forming	4.21
5043	franklin	4.21
5044	fred	4.21
5045	gradually	4.21
5046	gravity	4.21
5047	habits	4.21
5048	hawaii	4.21
5049	highlight	4.21
5050	holder	4.21
5051	hood	4.21
5052	hung	4.21
5053	identical	4.21
5054	imperial	4.21
5055	investigations	4.21
5056	jose	4.21
5057	ken	4.21
5058	legally	4.21
5059	lied	4.21
5060	listened	4.21
5061	males	4.21
5062	manufacturer	4.21
5063	meters	4.21
5064	nail	4.21
5065	nasa	4.21
5066	negotiations	4.21
5067	nonsense	4.21
5068	ontario	4.21
5069	operational	4.21
5070	orleans	4.21
5071	owns	4.21
5072	phoenix	4.21
5073	playoffs	4.21
5074	poet	4.21
5075	quoted	4.21
5076	relating	4.21
5077	repeatedly	4.21
5078	robinson	4.21
5079	rolled	4.21
5080	scientist	4.21
5081	sink	4.21
5082	skip	4.21
5083	slavery	4.21
5084	snap	4.21
5085	sorts	4.21
5086	souls	4.21
5087	stole	4.21
5088	swedish	4.21
5089	swim	4.21
5090	swiss	4.21
5091	tennessee	4.21
5092	transaction	4.21
5093	transformation	4.21
5094	veteran	4.21
5095	vulnerable	4.21
5096	wealthy	4.21
5097	additionally	4.2
5098	amy	4.2
5099	attract	4.2
5100	barbara	4.2
5101	beta	4.2
5102	blowing	4.2
5103	bored	4.2
5104	bronze	4.2
5105	bug	4.2
5106	caring	4.2
5107	catching	4.2
5108	cave	4.2
5109	cheating	4.2
5110	chronic	4.2
5111	cleared	4.2
5112	communicate	4.2
5113	convicted	4.2
5114	cultures	4.2
5115	dealt	4.2
5116	delayed	4.2
5117	demonstrate	4.2
5118	departments	4.2
5119	depend	4.2
5120	developer	4.2
5121	diagnosis	4.2
5122	dismissed	4.2
5123	distinguished	4.2
5124	dose	4.2
5125	eighth	4.2
5126	experiments	4.2
5127	fa	4.2
5128	flesh	4.2
5129	flip	4.2
5130	forty	4.2
5131	generous	4.2
5132	germans	4.2
5133	hated	4.2
5134	hr	4.2
5135	implement	4.2
5136	incorporated	4.2
5137	influenced	4.2
5138	jerusalem	4.2
5139	kidding	4.2
5140	laser	4.2
5141	loyal	4.2
5142	marijuana	4.2
5143	md	4.2
5144	mentally	4.2
5145	missions	4.2
5146	occupation	4.2
5147	opponent	4.2
5148	paintings	4.2
5149	patch	4.2
5150	patience	4.2
5151	pic	4.2
5152	pointing	4.2
5153	pollution	4.2
5154	precisely	4.2
5155	prisoner	4.2
5156	privilege	4.2
5157	proposals	4.2
5158	protests	4.2
5159	punk	4.2
5160	radar	4.2
5161	regards	4.2
5162	relatives	4.2
5163	resist	4.2
5164	solely	4.2
5165	stepped	4.2
5166	striking	4.2
5167	terrorists	4.2
5168	th	4.2
5169	tourist	4.2
5170	transit	4.2
5171	trucks	4.2
5172	trusted	4.2
5173	vessels	4.2
5174	villa	4.2
5175	volumes	4.2
5176	websites	4.2
5177	wireless	4.2
5178	wondered	4.2
5179	wrap	4.2
5180	wright	4.2
5181	yoga	4.2
5182	adopt	4.19
5183	airlines	4.19
5184	alaska	4.19
5185	albums	4.19
5186	america's	4.19
5187	anytime	4.19
5188	bacteria	4.19
5189	beings	4.19
5190	beside	4.19
5191	blade	4.19
5192	boot	4.19
5193	bottles	4.19
5194	bucks	4.19
5195	bulk	4.19
5196	camps	4.19
5197	cargo	4.19
5198	census	4.19
5199	christianity	4.19
5200	coastal	4.19
5201	coin	4.19
5202	colored	4.19
5203	commentary	4.19
5204	confusion	4.19
5205	congressional	4.19
5206	corn	4.19
5207	cried	4.19
5208	customs	4.19
5209	dealer	4.19
5210	deemed	4.19
5211	destiny	4.19
5212	distant	4.19
5213	electronics	4.19
5214	emerging	4.19
5215	emotion	4.19
5216	emphasis	4.19
5217	ethics	4.19
5218	excitement	4.19
5219	exploration	4.19
5220	fights	4.19
5221	filling	4.19
5222	filming	4.19
5223	glasgow	4.19
5224	graphics	4.19
5225	helen	4.19
5226	humor	4.19
5227	insight	4.19
5228	invested	4.19
5229	it'd	4.19
5230	jennifer	4.19
