rank	word	zipf
1	the	7.73
2	to	7.43
3	and	7.41
4	of	7.4
5	a	7.36
6	in	7.27
7	i	7.09
8	is	7.07
9	for	7.01
10	that	7.01
11	you	6.98
12	it	6.95
13	on	6.91
14	with	6.85
15	this	6.82
16	was	6.82
17	be	6.79
18	as	6.77
19	are	6.74
20	have	6.71
21	at	6.7
22	he	6.69
23	not	6.69
24	by	6.66
25	but	6.63
26	from	6.63
27	my	6.57
28	or	6.54
29	we	6.54
30	an	6.53
31	your	6.53
32	all	6.52
33	so	6.52
34	his	6.51
35	they	6.5
36	me	6.48
37	if	6.47
38	one	6.47
39	can	6.46
40	will	6.45
41	just	6.43
42	like	6.41
43	about	6.4
44	up	6.39
45	out	6.38
46	what	6.38
47	has	6.37
48	when	6.37
49	more	6.36
50	do	6.35
51	no	6.35
52	were	6.34
53	who	6.34
54	had	6.33
55	it's	6.33
56	their	6.33
57	there	6.31
58	her	6.3
59	which	6.3
60	time	6.29
61	get	6.28
62	been	6.27
63	would	6.27
64	she	6.26
65	new	6.25
66	people	6.25
67	how	6.24
68	don't	6.2
69	some	6.2
70	also	6.19
71	them	6.19
72	now	6.18
73	other	6.16
74	i'm	6.15
75	its	6.14
76	our	6.14
77	than	6.13
78	good	6.12
79	only	6.12
80	after	6.11
81	first	6.11
82	him	6.11
83	into	6.11
84	know	6.1
85	see	6.1
86	two	6.1
87	make	6.08
88	over	6.08
89	think	6.08
90	any	6.07
91	then	6.07
92	could	6.06
93	back	6.04
94	these	6.04
95	us	6.04
96	want	6.04
97	because	6.03
98	go	6.03
99	well	6.03
100	said	6.01
101	way	6.01
102	1	6.0
103	2	6.0
104	most	6.0
105	much	6.0
106	very	6.0
107	where	6.0
108	even	5.99
109	should	5.99
110	may	5.98
111	here	5.97
112	need	5.97
113	really	5.97
114	did	5.96
115	right	5.96
116	work	5.96
117	year	5.96
118	years	5.96
119	being	5.95
120	day	5.95
121	too	5.95
122	going	5.94
123	before	5.93
124	off	5.93
125	why	5.93
126	made	5.92
127	still	5.92
128	take	5.92
129	3	5.91
130	got	5.91
131	many	5.91
132	never	5.91
133	those	5.9
134	life	5.89
135	say	5.89
136	world	5.89
137	down	5.88
138	great	5.88
139	through	5.87
140	you're	5.87
141	last	5.86
142	s	5.86
143	that's	5.86
144	while	5.86
145	best	5.84
146	such	5.84
147	love	5.82
148	man	5.82
149	home	5.81
150	long	5.81
151	look	5.81
152	something	5.81
153	use	5.81
154	can't	5.8
155	same	5.8
156	used	5.8
157	both	5.79
158	every	5.79
159	4	5.78
160	am	5.78
161	come	5.78
162	part	5.78
163	state	5.78
164	three	5.78
165	around	5.77
166	between	5.77
167	always	5.76
168	better	5.76
169	find	5.76
170	5	5.75
171	help	5.75
172	high	5.75
173	little	5.75
174	old	5.75
175	since	5.75
176	another	5.74
177	does	5.74
178	own	5.74
179	things	5.74
180	under	5.73
181	during	5.72
182	game	5.72
183	i've	5.72
184	thing	5.72
185	give	5.71
186	house	5.71
187	place	5.71
188	school	5.71
189	again	5.7
190	next	5.7
191	each	5.69
192	mr	5.69
193	without	5.69
194	against	5.68
195	didn't	5.68
196	end	5.68
197	found	5.68
198	must	5.68
199	show	5.68
200	big	5.67
201	feel	5.67
202	sure	5.67
203	team	5.67
204	ever	5.66
205	family	5.66
206	keep	5.66
207	might	5.66
208	please	5.66
209	put	5.66
210	money	5.64
211	free	5.63
212	second	5.63
213	someone	5.63
214	away	5.62
215	left	5.62
216	number	5.62
217	city	5.61
218	days	5.61
219	lot	5.61
220	name	5.61
221	night	5.61
222	play	5.61
223	until	5.61
224	company	5.6
225	doing	5.6
226	few	5.6
227	he's	5.6
228	let	5.6
229	real	5.6
230	6	5.59
231	called	5.59
232	different	5.59
233	having	5.59
234	set	5.59
235	thought	5.59
236	done	5.58
237	however	5.58
238	getting	5.57
239	god	5.57
240	government	5.57
241	group	5.57
242	looking	5.57
243	public	5.57
244	top	5.57
245	women	5.57
246	business	5.56
247	care	5.56
248	start	5.56
249	system	5.56
250	times	5.56
251	week	5.56
252	7	5.55
253	already	5.55
254	anything	5.55
255	case	5.55
256	nothing	5.55
257	person	5.55
258	today	5.55
259	change	5.54
260	enough	5.54
261	everything	5.54
262	full	5.54
263	live	5.54
264	making	5.54
265	point	5.54
266	read	5.54
267	there's	5.54
268	told	5.54
269	yet	5.54
270	bad	5.53
271	doesn't	5.53
272	four	5.53
273	hard	5.53
274	mean	5.53
275	once	5.53
276	support	5.53
277	tell	5.53
278	including	5.52
279	music	5.52
280	power	5.52
281	seen	5.52
282	states	5.52
283	stop	5.52
284	water	5.52
285	based	5.51
286	believe	5.51
287	call	5.51
288	head	5.51
289	men	5.51
290	national	5.51
291	small	5.51
292	took	5.51
293	white	5.51
294	came	5.5
295	far	5.5
296	job	5.5
297	side	5.5
298	though	5.5
299	try	5.5
300	went	5.5
301	yes	5.5
302	actually	5.49
303	american	5.49
304	later	5.49
305	less	5.49
306	line	5.49
307	order	5.49
308	party	5.49
309	run	5.49
310	says	5.49
311	service	5.49
312	8	5.48
313	country	5.48
314	open	5.48
315	season	5.48
316	shit	5.48
317	thank	5.48
318	children	5.47
319	everyone	5.47
320	general	5.47
321	they're	5.47
322	trying	5.47
323	united	5.47
324	using	5.47
325	area	5.46
326	black	5.46
327	d	5.46
328	following	5.46
329	law	5.46
330	makes	5.46
331	together	5.46
332	war	5.46
333	whole	5.46
334	car	5.45
335	face	5.45
336	five	5.45
337	kind	5.45
338	maybe	5.45
339	per	5.45
340	president	5.45
341	story	5.45
342	working	5.45
343	course	5.44
344	games	5.44
345	health	5.44
346	hope	5.44
347	important	5.44
348	least	5.44
349	means	5.44
350	news	5.44
351	within	5.44
352	able	5.43
353	book	5.43
354	early	5.43
355	friends	5.43
356	i'll	5.43
357	information	5.43
358	local	5.43
359	oh	5.43
360	post	5.43
361	t	5.43
362	thanks	5.43
363	video	5.43
364	young	5.43
365	ago	5.42
366	others	5.42
367	social	5.42
368	talk	5.42
369	9	5.41
370	court	5.41
371	fact	5.41
372	given	5.41
373	guys	5.41
374	half	5.41
375	hand	5.41
376	isn't	5.41
377	level	5.41
378	mind	5.41
379	often	5.41
380	single	5.41
381	become	5.4
382	body	5.4
383	coming	5.4
384	control	5.4
385	death	5.4
386	food	5.4
387	guy	5.4
388	hours	5.4
389	office	5.4
390	pay	5.4
391	problem	5.4
392	south	5.4
393	true	5.4
394	we're	5.4
395	almost	5.39
396	fuck	5.39
397	history	5.39
398	known	5.39
399	large	5.39
400	lost	5.39
401	m	5.39
402	research	5.39
403	room	5.39
404	several	5.39
405	started	5.39
406	taking	5.39
407	university	5.39
408	win	5.39
409	wrong	5.39
410	along	5.38
411	anyone	5.38
412	else	5.38
413	girl	5.38
414	john	5.38
415	matter	5.38
416	pretty	5.38
417	remember	5.38
418	air	5.37
419	bit	5.37
420	friend	5.37
421	hit	5.37
422	needs	5.37
423	nice	5.37
424	playing	5.37
425	probably	5.37
426	saying	5.37
427	understand	5.37
428	yeah	5.37
429	york	5.37
430	class	5.36
431	close	5.36
432	comes	5.36
433	i'd	5.36
434	idea	5.36
435	international	5.36
436	looks	5.36
437	past	5.36
438	possible	5.36
439	wanted	5.36
440	b	5.35
441	cause	5.35
442	due	5.35
443	happy	5.35
444	human	5.35
445	members	5.35
446	months	5.35
447	move	5.35
448	question	5.35
449	r	5.35
450	series	5.35
451	wait	5.35
452	woman	5.35
453	ask	5.34
454	community	5.34
455	data	5.34
456	late	5.34
457	leave	5.34
458	north	5.34
459	saw	5.34
460	special	5.34
461	watch	5.34
462	won't	5.34
463	c	5.33
464	either	5.33
465	fucking	5.33
466	future	5.33
467	light	5.33
468	low	5.33
469	million	5.33
470	morning	5.33
471	police	5.33
472	short	5.33
473	stay	5.33
474	taken	5.33
475	age	5.32
476	buy	5.32
477	deal	5.32
478	rather	5.32
479	reason	5.32
480	red	5.32
481	report	5.32
482	soon	5.32
483	third	5.32
484	turn	5.32
485	whether	5.32
486	among	5.31
487	check	5.31
488	development	5.31
489	form	5.31
490	further	5.31
491	heart	5.31
492	minutes	5.31
493	myself	5.31
494	services	5.31
495	u.s	5.31
496	yourself	5.31
497	act	5.3
498	although	5.3
499	asked	5.3
500	child	5.3
501	fire	5.3
502	fun	5.3
503	living	5.3
504	major	5.3
505	media	5.3
506	phone	5.3
507	players	5.3
508	art	5.29
509	behind	5.29
510	building	5.29
511	easy	5.29
512	gonna	5.29
513	market	5.29
514	near	5.29
515	non	5.29
516	plan	5.29
517	political	5.29
518	quite	5.29
519	six	5.29
520	talking	5.29
521	west	5.29
522	works	5.29
523	according	5.28
524	available	5.28
525	e	5.28
526	education	5.28
527	final	5.28
528	former	5.28
529	front	5.28
530	kids	5.28
531	list	5.28
532	ready	5.28
533	sometimes	5.28
534	son	5.28
535	street	5.28
536	wasn't	5.28
537	bring	5.27
538	college	5.27
539	current	5.27
540	example	5.27
541	experience	5.27
542	heard	5.27
543	london	5.27
544	meet	5.27
545	program	5.27
546	type	5.27
547	baby	5.26
548	chance	5.26
549	father	5.26
550	march	5.26
551	process	5.26
552	she's	5.26
553	song	5.26
554	study	5.26
555	word	5.26
556	across	5.25
557	action	5.25
558	clear	5.25
559	gave	5.25
560	gets	5.25
561	himself	5.25
562	month	5.25
563	outside	5.25
564	self	5.25
565	students	5.25
566	words	5.25
567	board	5.24
568	cost	5.24
569	cut	5.24
570	dr	5.24
571	field	5.24
572	held	5.24
573	instead	5.24
574	main	5.24
575	moment	5.24
576	mother	5.24
577	road	5.24
578	seems	5.24
579	thinking	5.24
580	town	5.24
581	wants	5.24
582	de	5.23
583	department	5.23
584	energy	5.23
585	fight	5.23
586	fine	5.23
587	force	5.23
588	hear	5.23
589	issue	5.23
590	played	5.23
591	points	5.23
592	price	5.23
593	re	5.23
594	rest	5.23
595	results	5.23
596	running	5.23
597	shows	5.23
598	space	5.23
599	summer	5.23
600	term	5.23
601	wife	5.23
602	0	5.22
603	america	5.22
604	beautiful	5.22
605	date	5.22
606	goes	5.22
607	killed	5.22
608	land	5.22
609	miss	5.22
610	project	5.22
611	sex	5.22
612	shot	5.22
613	site	5.22
614	strong	5.22
615	you'll	5.22
616	account	5.21
617	co	5.21
618	especially	5.21
619	eyes	5.21
620	include	5.21
621	june	5.21
622	parents	5.21
623	period	5.21
624	position	5.21
625	record	5.21
626	similar	5.21
627	total	5.21
628	w	5.21
629	above	5.2
630	club	5.2
631	common	5.2
632	died	5.2
633	film	5.2
634	happened	5.2
635	knew	5.2
636	lead	5.2
637	likely	5.2
638	military	5.2
639	perfect	5.2
640	personal	5.2
641	security	5.2
642	share	5.2
643	st	5.2
644	tv	5.2
645	what's	5.2
646	won	5.2
647	x	5.2
648	april	5.19
649	center	5.19
650	county	5.19
651	couple	5.19
652	dead	5.19
653	english	5.19
654	happen	5.19
655	hold	5.19
656	industry	5.19
657	inside	5.19
658	issues	5.19
659	online	5.19
660	player	5.19
661	private	5.19
662	problems	5.19
663	return	5.19
664	rights	5.19
665	sense	5.19
666	star	5.19
667	test	5.19
668	view	5.19
669	weeks	5.19
670	break	5.18
671	british	5.18
672	companies	5.18
673	event	5.18
674	higher	5.18
675	hour	5.18
676	l	5.18
677	member	5.18
678	middle	5.18
679	needed	5.18
680	present	5.18
681	result	5.18
682	sorry	5.18
683	takes	5.18
684	training	5.18
685	wish	5.18
686	wouldn't	5.18
687	answer	5.17
688	boy	5.17
689	design	5.17
690	finally	5.17
691	girls	5.17
692	gold	5.17
693	gone	5.17
694	guess	5.17
695	interest	5.17
696	july	5.17
697	king	5.17
698	learn	5.17
699	policy	5.17
700	society	5.17
701	added	5.16
702	al	5.16
703	alone	5.16
704	average	5.16
705	bank	5.16
706	brought	5.16
707	certain	5.16
708	church	5.16
709	east	5.16
710	hands	5.16
711	hot	5.16
712	let's	5.16
713	longer	5.16
714	medical	5.16
715	movie	5.16
716	original	5.16
717	park	5.16
718	performance	5.16
719	press	5.16
720	received	5.16
721	role	5.16
722	sent	5.16
723	themselves	5.16
724	tried	5.16
725	worked	5.16
726	worth	5.16
727	areas	5.15
728	became	5.15
729	bill	5.15
730	books	5.15
731	cool	5.15
732	director	5.15
733	exactly	5.15
734	giving	5.15
735	ground	5.15
736	meeting	5.15
737	n	5.15
738	provide	5.15
739	questions	5.15
740	relationship	5.15
741	september	5.15
742	sound	5.15
743	source	5.15
744	usually	5.15
745	value	5.15
746	evidence	5.14
747	follow	5.14
748	lives	5.14
749	official	5.14
750	ok	5.14
751	production	5.14
752	rate	5.14
753	reading	5.14
754	round	5.14
755	save	5.14
756	stand	5.14
757	stuff	5.14
758	tax	5.14
759	whatever	5.14
760	amount	5.13
761	blue	5.13
762	countries	5.13
763	david	5.13
764	drive	5.13
765	eat	5.13
766	fall	5.13
767	fast	5.13
768	federal	5.13
769	feeling	5.13
770	felt	5.13
771	green	5.13
772	league	5.13
773	management	5.13
774	match	5.13
775	model	5.13
776	p	5.13
777	picture	5.13
778	size	5.13
779	step	5.13
780	trust	5.13
781	you've	5.13
782	central	5.12
783	changes	5.12
784	england	5.12
785	forward	5.12
786	groups	5.12
787	hey	5.12
788	key	5.12
789	mom	5.12
790	o	5.12
791	page	5.12
792	paid	5.12
793	range	5.12
794	review	5.12
795	science	5.12
796	trade	5.12
797	uk	5.12
798	upon	5.12
799	various	5.12
800	attention	5.11
801	brother	5.11
802	cannot	5.11
803	character	5.11
804	chief	5.11
805	cup	5.11
806	football	5.11
807	hate	5.11
808	haven't	5.11
809	james	5.11
810	led	5.11
811	looked	5.11
812	lower	5.11
813	natural	5.11
814	october	5.11
815	property	5.11
816	quality	5.11
817	send	5.11
818	style	5.11
819	u	5.11
820	vote	5.11
821	amazing	5.1
822	august	5.1
823	blood	5.1
824	china	5.1
825	complete	5.1
826	dog	5.1
827	economic	5.1
828	hell	5.1
829	involved	5.1
830	itself	5.1
831	language	5.1
832	lord	5.1
833	november	5.1
834	oil	5.1
835	related	5.1
836	serious	5.1
837	stage	5.1
838	terms	5.1
839	title	5.1
840	add	5.09
841	article	5.09
842	attack	5.09
843	born	5.09
844	couldn't	5.09
845	damn	5.09
846	decided	5.09
847	decision	5.09
848	enjoy	5.09
849	entire	5.09
850	french	5.09
851	january	5.09
852	kill	5.09
853	met	5.09
854	perhaps	5.09
855	poor	5.09
856	release	5.09
857	situation	5.09
858	technology	5.09
859	turned	5.09
860	website	5.09
861	written	5.09
862	choice	5.08
863	code	5.08
864	considered	5.08
865	continue	5.08
866	council	5.08
867	cover	5.08
868	currently	5.08
869	door	5.08
870	election	5.08
871	european	5.08
872	events	5.08
873	f	5.08
874	financial	5.08
875	foreign	5.08
876	hair	5.08
877	increase	5.08
878	legal	5.08
879	lose	5.08
880	michael	5.08
881	pick	5.08
882	race	5.08
883	seem	5.08
884	seven	5.08
885	sign	5.08
886	simple	5.08
887	simply	5.08
888	staff	5.08
889	super	5.08
890	union	5.08
891	walk	5.08
892	washington	5.08
893	bed	5.07
894	began	5.07
895	built	5.07
896	career	5.07
897	changed	5.07
898	crazy	5.07
899	daily	5.07
900	daughter	5.07
901	december	5.07
902	die	5.07
903	difficult	5.07
904	figure	5.07
905	hospital	5.07
906	knows	5.07
907	loss	5.07
908	modern	5.07
909	ones	5.07
910	paper	5.07
911	parts	5.07
912	popular	5.07
913	published	5.07
914	safe	5.07
915	starting	5.07
916	systems	5.07
917	version	5.07
918	voice	5.07
919	whose	5.07
920	writing	5.07
921	army	5.06
922	australia	5.06
923	earth	5.06
924	forget	5.06
925	goal	5.06
926	h	5.06
927	huge	5.06
928	internet	5.06
929	listen	5.06
930	okay	5.06
931	practice	5.06
932	rules	5.06
933	sea	5.06
934	sir	5.06
935	success	5.06
936	towards	5.06
937	v	5.06
938	waiting	5.06
939	ways	5.06
940	access	5.05
941	aren't	5.05
942	base	5.05
943	below	5.05
944	created	5.05
945	deep	5.05
946	followed	5.05
947	la	5.05
948	lol	5.05
949	mark	5.05
950	missing	5.05
951	offer	5.05
952	pass	5.05
953	professional	5.05
954	released	5.05
955	risk	5.05
956	schools	5.05
957	sleep	5.05
958	table	5.05
959	ten	5.05
960	truth	5.05
961	ball	5.04
962	box	5.04
963	build	5.04
964	card	5.04
965	cases	5.04
966	dark	5.04
967	district	5.04
968	europe	5.04
969	george	5.04
970	india	5.04
971	mine	5.04
972	minister	5.04
973	note	5.04
974	percent	5.04
975	piece	5.04
976	products	5.04
977	recent	5.04
978	seeing	5.04
979	straight	5.04
980	visit	5.04
981	wall	5.04
982	wanna	5.04
983	we've	5.04
984	wrote	5.04
985	allowed	5.03
986	boys	5.03
987	culture	5.03
988	etc	5.03
989	fans	5.03
990	february	5.03
991	gives	5.03
992	growth	5.03
993	included	5.03
994	married	5.03
995	officer	5.03
996	pain	5.03
997	paul	5.03
998	places	5.03
999	respect	5.03
1000	response	5.03
1001	river	5.03
1002	rock	5.03
1003	shall	5.03
1004	speak	5.03
1005	specific	5.03
1006	standard	5.03
1007	tonight	5.03
1008	write	5.03
1009	y	5.03
1010	album	5.02
1011	century	5.02
1012	charge	5.02
1013	cold	5.02
1014	create	5.02
1015	effect	5.02
1016	eight	5.02
1017	except	5.02
1018	eye	5.02
1019	funny	5.02
1020	ii	5.02
1021	limited	5.02
1022	moving	5.02
1023	network	5.02
1024	peace	5.02
1025	provided	5.02
1026	recently	5.02
1027	required	5.02
1028	sales	5.02
1029	spent	5.02
1030	store	5.02
1031	student	5.02
1032	tomorrow	5.02
1033	track	5.02
1034	via	5.02
1035	watching	5.02
1036	weight	5.02
1037	addition	5.01
1038	ahead	5.01
1039	allow	5.01
1040	anti	5.01
1041	association	5.01
1042	beat	5.01
1043	brown	5.01
1044	capital	5.01
1045	chinese	5.01
1046	committee	5.01
1047	conference	5.01
1048	difference	5.01
1049	double	5.01
1050	expect	5.01
1051	gas	5.01
1052	island	5.01
1053	moved	5.01
1054	normal	5.01
1055	plans	5.01
1056	population	5.01
1057	potential	5.01
1058	pressure	5.01
1059	radio	5.01
1060	russian	5.01
1061	station	5.01
1062	text	5.01
1063	treatment	5.01
1064	western	5.01
1065	ass	5.0
1066	beginning	5.0
1067	california	5.0
1068	campaign	5.0
1069	certainly	5.0
1070	completely	5.0
1071	content	5.0
1072	credit	5.0
1073	cross	5.0
1074	described	5.0
1075	despite	5.0
1076	female	5.0
1077	focus	5.0
1078	g	5.0
1079	hi	5.0
1080	husband	5.0
1081	ice	5.0
1082	individual	5.0
1083	interesting	5.0
1084	j	5.0
1085	join	5.0
1086	kept	5.0
1087	leading	5.0
1088	loved	5.0
1089	message	5.0
1090	miles	5.0
1091	nearly	5.0
1092	particular	5.0
1093	previous	5.0
1094	quickly	5.0
1095	region	5.0
1096	reported	5.0
1097	section	5.0
1098	sort	5.0
1099	speed	5.0
1100	travel	5.0
1101	consider	4.99
1102	contact	4.99
1103	drop	4.99
1104	fair	4.99
1105	feet	4.99
1106	jesus	4.99
1107	kid	4.99
1108	link	4.99
1109	positive	4.99
1110	sale	4.99
1111	throughout	4.99
1112	tour	4.99
1113	welcome	4.99
1114	absolutely	4.98
1115	additional	4.98
1116	beyond	4.98
1117	conditions	4.98
1118	earlier	4.98
1119	extra	4.98
1120	forces	4.98
1121	immediately	4.98
1122	jobs	4.98
1123	leaving	4.98
1124	minute	4.98
1125	nature	4.98
1126	numbers	4.98
1127	quick	4.98
1128	sell	4.98
1129	significant	4.98
1130	studies	4.98
1131	unless	4.98
1132	winning	4.98
1133	agree	4.97
1134	canada	4.97
1135	clean	4.97
1136	computer	4.97
1137	construction	4.97
1138	episode	4.97
1139	favorite	4.97
1140	income	4.97
1141	justice	4.97
1142	levels	4.97
1143	manager	4.97
1144	movement	4.97
1145	photo	4.97
1146	posted	4.97
1147	safety	4.97
1148	san	4.97
1149	scene	4.97
1150	sold	4.97
1151	sounds	4.97
1152	spend	4.97
1153	statement	4.97
1154	sun	4.97
1155	teams	4.97
1156	ability	4.96
1157	announced	4.96
1158	asking	4.96
1159	calling	4.96
1160	coach	4.96
1161	collection	4.96
1162	continued	4.96
1163	costs	4.96
1164	definitely	4.96
1165	designed	4.96
1166	expected	4.96
1167	friday	4.96
1168	gun	4.96
1169	happens	4.96
1170	heavy	4.96
1171	includes	4.96
1172	knowledge	4.96
1173	particularly	4.96
1174	search	4.96
1175	subject	4.96
1176	train	4.96
1177	wide	4.96
1178	wow	4.96
1179	author	4.95
1180	centre	4.95
1181	claim	4.95
1182	dad	4.95
1183	developed	4.95
1184	fear	4.95
1185	fit	4.95
1186	generally	4.95
1187	german	4.95
1188	global	4.95
1189	goals	4.95
1190	gotta	4.95
1191	hotel	4.95
1192	interested	4.95
1193	judge	4.95
1194	lady	4.95
1195	leader	4.95
1196	letter	4.95
1197	lines	4.95
1198	material	4.95
1199	named	4.95
1200	nobody	4.95
1201	opportunity	4.95
1202	plus	4.95
1203	pre	4.95
1204	product	4.95
1205	regular	4.95
1206	secretary	4.95
1207	sister	4.95
1208	stories	4.95
1209	unit	4.95
1210	workers	4.95
1211	annual	4.94
1212	anymore	4.94
1213	bar	4.94
1214	battle	4.94
1215	brain	4.94
1216	contract	4.94
1217	degree	4.94
1218	families	4.94
1219	features	4.94
1220	finished	4.94
1221	floor	4.94
1222	france	4.94
1223	growing	4.94
1224	hurt	4.94
1225	image	4.94
1226	insurance	4.94
1227	majority	4.94
1228	meant	4.94
1229	opening	4.94
1230	opinion	4.94
1231	physical	4.94
1232	pro	4.94
1233	reach	4.94
1234	rule	4.94
1235	seriously	4.94
1236	sports	4.94
1237	stupid	4.94
1238	successful	4.94
1239	active	4.93
1240	administration	4.93
1241	approach	4.93
1242	australian	4.93
1243	biggest	4.93
1244	cancer	4.93
1245	civil	4.93
1246	dance	4.93
1247	defense	4.93
1248	direction	4.93
1249	independent	4.93
1250	master	4.93
1251	none	4.93
1252	reasons	4.93
1253	russia	4.93
1254	ship	4.93
1255	stock	4.93
1256	trump	4.93
1257	weekend	4.93
1258	wonder	4.93
1259	worst	4.93
1260	africa	4.92
1261	awesome	4.92
1262	band	4.92
1263	beach	4.92
1264	cash	4.92
1265	clearly	4.92
1266	commercial	4.92
1267	compared	4.92
1268	effort	4.92
1269	ended	4.92
1270	fan	4.92
1271	fighting	4.92
1272	imagine	4.92
1273	impact	4.92
1274	lack	4.92
1275	latest	4.92
1276	learning	4.92
1277	multiple	4.92
1278	older	4.92
1279	operation	4.92
1280	organization	4.92
1281	passed	4.92
1282	pictures	4.92
1283	protect	4.92
1284	secret	4.92
1285	senior	4.92
1286	spring	4.92
1287	sunday	4.92
1288	telling	4.92
1289	wear	4.92
1290	activities	4.91
1291	address	4.91
1292	analysis	4.91
1293	anyway	4.91
1294	bought	4.91
1295	calls	4.91
1296	choose	4.91
1297	christmas	4.91
1298	color	4.91
1299	commission	4.91
1300	competition	4.91
1301	details	4.91
1302	direct	4.91
1303	dream	4.91
1304	easily	4.91
1305	finish	4.91
1306	grand	4.91
1307	here's	4.91
1308	increased	4.91
1309	indian	4.91
1310	k	4.91
1311	literally	4.91
1312	luck	4.91
1313	marriage	4.91
1314	names	4.91
1315	necessary	4.91
1316	patients	4.91
1317	resources	4.91
1318	rich	4.91
1319	skin	4.91
1320	speaking	4.91
1321	supposed	4.91
1322	sweet	4.91
1323	thus	4.91
1324	touch	4.91
1325	yesterday	4.91
1326	caught	4.9
1327	closed	4.9
1328	congress	4.9
1329	damage	4.9
1330	directly	4.9
1331	disease	4.9
1332	doctor	4.9
1333	doubt	4.9
1334	drink	4.9
1335	driving	4.9
1336	established	4.9
1337	facebook	4.9
1338	feels	4.9
1339	fish	4.9
1340	gay	4.9
1341	germany	4.9
1342	glad	4.9
1343	greater	4.9
1344	grow	4.9
1345	largest	4.9
1346	machine	4.9
1347	notice	4.9
1348	overall	4.9
1349	planning	4.9
1350	professor	4.9
1351	programs	4.9
1352	records	4.9
1353	reports	4.9
1354	shown	4.9
1355	sit	4.9
1356	trip	4.9
1357	associated	4.89
1358	basic	4.89
1359	captain	4.89
1360	carry	4.89
1361	cars	4.89
1362	crime	4.89
1363	effective	4.89
1364	effects	4.89
1365	explain	4.89
1366	fully	4.89
1367	highly	4.89
1368	holding	4.89
1369	japan	4.89
1370	laws	4.89
1371	male	4.89
1372	mrs	4.89
1373	parties	4.89
1374	plant	4.89
1375	reality	4.89
1376	smith	4.89
1377	spot	4.89
1378	texas	4.89
1379	we'll	4.89
1380	winter	4.89
1381	worse	4.89
1382	advice	4.88
1383	agreement	4.88
1384	ain't	4.88
1385	award	4.88
1386	block	4.88
1387	broken	4.88
1388	caused	4.88
1389	challenge	4.88
1390	characters	4.88
1391	christian	4.88
1392	comment	4.88
1393	equipment	4.88
1394	eventually	4.88
1395	helped	4.88
1396	holy	4.88
1397	killing	4.88
1398	lived	4.88
1399	lots	4.88
1400	nation	4.88
1401	otherwise	4.88
1402	peter	4.88
1403	prices	4.88
1404	primary	4.88
1405	purpose	4.88
1406	rates	4.88
1407	responsible	4.88
1408	shop	4.88
1409	showing	4.88
1410	sick	4.88
1411	teacher	4.88
1412	theory	4.88
1413	uses	4.88
1414	william	4.88
1415	agency	4.87
1416	avoid	4.87
1417	camera	4.87
1418	catch	4.87
1419	cell	4.87
1420	coast	4.87
1421	comments	4.87
1422	drug	4.87
1423	economy	4.87
1424	environment	4.87
1425	executive	4.87
1426	foot	4.87
1427	hall	4.87
1428	mass	4.87
1429	meaning	4.87
1430	mission	4.87
1431	nine	4.87
1432	officers	4.87
1433	operations	4.87
1434	politics	4.87
1435	pop	4.87
1436	produced	4.87
1437	ran	4.87
1438	saturday	4.87
1439	status	4.87
1440	therefore	4.87
1441	trial	4.87
1442	truly	4.87
1443	weather	4.87
1444	activity	4.86
1445	app	4.86
1446	application	4.86
1447	claims	4.86
1448	coffee	4.86
1449	complex	4.86
1450	condition	4.86
1451	division	4.86
1452	evening	4.86
1453	flight	4.86
1454	freedom	4.86
1455	google	4.86
1456	heat	4.86
1457	highest	4.86
1458	interview	4.86
1459	library	4.86
1460	located	4.86
1461	location	4.86
1462	murder	4.86
1463	obama	4.86
1464	offered	4.86
1465	putting	4.86
1466	queen	4.86
1467	seconds	4.86
1468	showed	4.86
1469	sitting	4.86
1470	standing	4.86
1471	stars	4.86
1472	walking	4.86
1473	accept	4.85
1474	actual	4.85
1475	appear	4.85
1476	attempt	4.85
1477	broke	4.85
1478	channel	4.85
1479	distance	4.85
1480	eating	4.85
1481	exchange	4.85
1482	fat	4.85
1483	fell	4.85
1484	finding	4.85
1485	glass	4.85
1486	learned	4.85
1487	losing	4.85
1488	mobile	4.85
1489	northern	4.85
1490	opened	4.85
1491	placed	4.85
1492	powerful	4.85
1493	prior	4.85
1494	protection	4.85
1495	reached	4.85
1496	receive	4.85
1497	religious	4.85
1498	ride	4.85
1499	robert	4.85
1500	royal	4.85
1501	screen	4.85
1502	serve	4.85
1503	signed	4.85
1504	slow	4.85
1505	species	4.85
1506	speech	4.85
1507	traffic	4.85
1508	tree	4.85
1509	types	4.85
1510	vs	4.85
1511	wearing	4.85
1512	who's	4.85
1513	whom	4.85
1514	wonderful	4.85
1515	agreed	4.84
1516	airport	4.84
1517	animals	4.84
1518	appears	4.84
1519	begin	4.84
1520	benefits	4.84
1521	bottom	4.84
1522	cities	4.84
1523	demand	4.84
1524	engine	4.84
1525	everybody	4.84
1526	famous	4.84
1527	ideas	4.84
1528	investment	4.84
1529	keeping	4.84
1530	lie	4.84
1531	notes	4.84
1532	partner	4.84
1533	plays	4.84
1534	raised	4.84
1535	runs	4.84
1536	sad	4.84
1537	solution	4.84
1538	songs	4.84
1539	sources	4.84
1540	southern	4.84
1541	square	4.84
1542	stopped	4.84
1543	structure	4.84
1544	thomas	4.84
1545	traditional	4.84
1546	twice	4.84
1547	wind	4.84
1548	worry	4.84
